PMID,Abstract,Status,PMCID
37497493,"4D-microscope-integrated optical coherence tomography (4D-MIOCT) is an emergent multimodal imaging technology in which live volumetric OCT (4D-OCT) is implemented in tandem with standard stereo color microscopy. 4D-OCT provides ophthalmic surgeons with many useful visual cues not available in standard microscopy; however it is challenging for the surgeon to effectively integrate cues from simultaneous-but-separate imaging in real-time. In this work, we demonstrate progress towards solving this challenge via the fusion of data from each modality guided by segmented 3D features. In this way, a more readily interpretable visualization that combines and registers important cues from both modalities is presented to the surgeon.",valid,10368056
29947331,"Topological states of matter are at the root of some of the most fascinating phenomena in condensed matter physics. Here we argue that skyrmions in the pseudo-spin space related to an emerging SU(2) symmetry enlighten many mysterious properties of the pseudogap phase in under-doped cuprates. We detail the role of the SU(2) symmetry in controlling the phase diagram of the cuprates, in particular how a cascade of phase transitions explains the arising of the pseudogap, superconducting and charge modulation phases seen at low temperature. We specify the structure of the charge modulations inside the vortex core below T",valid,
28543550,"Polycystic ovary syndrome (PCOS) is a heterogeneous disorder characterized by chronic anovulation, hyperandrogenism, polycystic ovary morphology (PCOM) and metabolic disturbances including insulin resistance and type 2 diabetes mellitus. Although insulin resistance could be associated with PCOM, recent studies have shown controversial results. The aim of this study was to determine the relationship between PCOM and insulin resistance.",valid,
24478247,To perform an updated meta-analysis comparing biodegradable polymer drug eluting stents (BP-DES) and durable polymer drug eluting stents (DP-DES).,valid,
830982,"Five infants with hypocalcemia experienced complications after treatment with calcium gluconate intravenously. Inadvertent soft tissue extravasation resulted in erythema, subcutaneous calcification, tissue necrosis, skin slough, and transient radial nerve damage with wrist drop, the latter previously unreported. The soft tissue lesions may be mistaken for cellulitis, abscess, calcified hematoma, or osteomyelitis, resulting in unnecessary antibiotic therapy or surgical intervention. Initially, no clinical abnormality may be apparent. The lesions appear from days to weeks following extravasation. Radiographs are initially negative but soft calcification appears in one to three weeks. Follow-up x-ray films show complete resorption of the calcium over several months. Skin sloughs heal in four to six weeks without skin grafting. Extreme care in the parenteral use of calcium gluconate and conservative treatment of the complications is advocated.",valid,
14871655,"Proteins that inhibit alpha-amylases have been isolated from plants and microorganisms. These inhibitors can have natural roles in the control of endogenous alpha-amylase activity or in defence against pathogens and pests; certain inhibitors are reported to be antinutritional factors. The alpha-amylase inhibitors belong to seven different protein structural families, most of which also contain evolutionary related proteins without inhibitory activity. Two families include bifunctional inhibitors acting both on alpha-amylases and proteases. High-resolution structures are available of target alpha-amylases in complex with inhibitors from five families. These structures indicate major diversity but also some similarity in the structural basis of alpha-amylase inhibition. Mutational analysis of the mechanism of inhibition was performed in a few cases and various protein engineering and biotechnological approaches have been outlined for exploitation of the inhibitory function.",valid,
28598450,The study of lower genital tract trauma has become important in gynaecological practice. There is paucity of reports on this clinical entity from our settings. The main aim of this study is to document injuries in female lower genital tract in Mid-Western Nepal.,valid,
21846403,Traditional assessment of drug-induced hepatotoxicity includes morphological examination of the liver and evaluation of liver enzyme activity in serum. The objective of the study was to determine the origin of drug-related elevation in serum alanine aminotransferase (ALT) activity in the absence of morphologic changes in the liver by utilizing molecular and immunohistochemical techniques.,valid,3173283
33480241,We aimed to explore the role of a novel traditional herbal compound medicine (HCM) in Alzheimer's disease (AD).,valid,
28572726,"Photoacoustic imaging is an emerging method in the molecular imaging field, providing high spatiotemporal resolution and sufficient imaging depths for many clinical applications. Therefore, the aim of this study was to use photoacoustic imaging as a tool to evaluate a riboflavin (RF)-based targeted nanoplatform. RF is internalized by the cells through a specific pathway, and its derivatives were recently shown as promising tumor-targeting vectors for the drug delivery systems. Here, the RF amphiphile synthesized from a PEGylated phospholipid was successfully inserted into a long-circulating liposome formulation labeled with the clinically approved photoacoustic contrast agent - indocyanine green (ICG). The obtained liposomes had a diameter of 124 nm (polydispersity index =0.17) and had a negative zeta potential of -26 mV. Studies in biological phantoms indicated a stable and concentration-dependent photoacoustic signal (Vevo",valid,5441666
3859220,"Forty-three patients were treated with imipenem/cilastatin for urinary tract infections. The patients were predominantly men (77 percent), 60 years of age or older (81 percent), and had infections caused by Pseudomonas aeruginosa (58 percent). Forty of 43 cases were complicated (including tumor, stone, obstruction, and renal insufficiency). Approximately 33 percent of patients were febrile (temperature greater than 100.4 degrees). All patients received 500 mg of imipenem/cilastatin intravenously every eight hours. Microbiologic eradication was defined as a sterile urine culture sample obtained from two consecutive urine cultures, one during therapy and one five to nine days after therapy. All patients experienced clinical improvement with microbiologic eradication. No patients experienced drug-related clinical adverse effects.",valid,
23403987,"In this paper, we propose new methods for investigating the extent of heterogeneity in effective contact rates relevant to the transmission of infections. These methods exploit the correlations between ages at infection for different infections within individuals. The methods are developed for serological surveys, which provide accessible individual data on several infections, and are applied to a wide range of infections. We find that childhood infections are often highly correlated within individuals in early childhood, with the correlations persisting into adulthood only for infections sharing a transmission route. We discuss 2 applications of the methods: 1) to making inferences about routes of transmission when these are unknown or uncertain and 2) to estimating epidemiologic parameters such as the basic reproduction number and the critical immunization threshold. Two examples of such applications are presented: elucidating the transmission route of polyomaviruses BK and JC and estimating the basic reproduction number and critical immunization coverage of varicella-zoster infection in Belgium, Italy, Poland, and England and Wales. We speculate that childhood correlations stem from confounding of different transmission routes and represent heterogeneity in childhood circumstances, notably nursery-school attendance. In contrast, it is suggested that correlations in adulthood are route-specific.",valid,
634019,"Different causal factors have been speculated about in regard to hemodynamic changes (hyperdynamic circulation) in liver cirrhosis. Effects of various vasoactive substances upon the increased arterio-venous intrapulmonary shunting in cirrhosis have been demonstrated, including reduced ferritin, bradykinin, prostaglandins, VIP and parenterally applied histamine. In cirrhotic patients pre- and posthepatic plasma concentrations of histamine are definitely elevated, and elimination of histamine by the liver is reduced. It is speculated, that elevated plasma concentrations of endogenous histamine may contribute to hemodynamic changes in liver cirrhosis.",valid,
8813676,"One of the three cysteine proteinase genes, ACP1 (or CP 3), has been reported to be missing in non-pathogenic strains of Entamoeba histolytica (or Entamoeba dispar as recently labeled). Unexpectedly, a gene fragment very similar in its sequence (95% homology) to ACP1 of pathogenic strains was obtained by use of the polymerase chain reaction from genomic DNA and cDNA of various cloned non-pathogenic strains as well as in 23 clinical isolates from asymptomatic carriers. The finding of the ACP1 homologue in non-pathogenic or E. dispar strains rules out the proposed use of its absence for diagnostic purposes.",valid,
15689562,"Insulin receptor substrates (Irs-proteins) integrate signals from the insulin and insulin-like growth factor-1 (IGF1) receptors with other processes to control cellular growth, function, and survival. Here, we show that Irs2 promoted the maturation and survival of photoreceptors in the murine retina immediately after birth. Irs2 was mainly localized to the outer plexiform layer as well as to photoreceptor inner segments. It was also seen in ganglion cells and inner plexiform layer but in smaller amounts. Compared with control littermates, Irs2 knock-out mice lose 10% of their photoreceptors 1 week after birth and up to 50% by 2 weeks of age as a result of increased apoptosis. The surviving photoreceptor cells developed short organized segments, which displayed proportionally diminished but otherwise normal electrical function. However, IGF1-stimulated Akt phosphorylation was barely detected, and cleaved/activated caspase-3 was significantly elevated in isolated retinas of Irs2-/- mice. When diabetes was prevented, which allowed the Irs2-/- mice to survive for 2 years, most photoreceptor cells were lost by 16 months of age. Because apoptosis is the final common pathway in photoreceptor degeneration, pharmacological strategies that increase Irs2 expression or function in photoreceptor cells could be a general treatment for blinding diseases such as retinitis pigmentosa.",valid,6725974
20876566,"Aneuploid cells are characterized by incomplete chromosome sets. The resulting imbalance in gene dosage has phenotypic consequences that are specific to each karyotype. Even in the case of Down syndrome, the most viable and studied form of human aneuploidy, the mechanisms underlying the connected phenotypes remain mostly unclear. Because of their tolerance to aneuploidy, plants provide a powerful system for a genome-wide investigation of aneuploid syndromes, an approach that is not feasible in animal systems. Indeed, in many plant species, populations of aneuploid individuals can be easily obtained from triploid individuals. We phenotyped a population of Arabidopsis thaliana aneuploid individuals containing 25 different karyotypes. Even in this highly heterogeneous population, we demonstrate that certain traits are strongly associated with the dosage of specific chromosome types and that chromosomal effects can be additive. Further, we identified subtle developmental phenotypes expressed in the diploid progeny of aneuploid parent(s) but not in euploid controls from diploid lineages. These results indicate long-term phenotypic consequences of aneuploidy that can persist after chromosomal balance has been restored. We verified the diploid nature of these individuals by whole-genome sequencing and discuss the possibility that trans-generational phenotypic effects stem from epigenetic modifications passed from aneuploid parents to their diploid progeny.",valid,2998307
28827937,"In India, a considerable proportion of patients with head and neck cancer present with locoregionally advanced disease. Symptom palliation becomes a major objective in these cases when they could not be considered for a curative approach.",valid,5545959
27439443,"Synthesis and study of aza[7]helicene and aza[9]helicene is presented in this paper. Photo-dehydrocyclization of the 3,6-bis-styryl derivative of carbazole leading to sterically less demanding aza[7]helicene resulted in smooth reaction, and only the desired angular-angular product was detected. However, in the case of aza[9]helicene, along with the expected angular-angular cyclization, three other products involving linear mode of cyclization were also isolated and characterized. In this case, the helical compound aza[9]helicene was predominantly formed at lower concentration while the other isomers were obtained at higher concentration. All of the compounds formed by angular-angular, angular-linear, and linear-linear modes of cyclization were fully characterized, and their photophysical properties were investigated.",valid,
33927269,"Functional characterization of mammalian olfactory receptors (ORs) remains a major challenge to ultimately understanding the olfactory code. Here, we compare the responses of the mouse Olfr73 ectopically expressed in olfactory sensory neurons using AAV gene delivery in vivo and expressed in vitro in cell culture. The response dynamics and concentration-dependence of agonists for the ectopically expressed Olfr73 were similar to those reported for the endogenous Olfr73, however the antagonism previously reported between its cognate agonist and several antagonists was not replicated in vivo. Expressing the OR in vitro reproduced the antagonism reported for short odor pulses, but not for prolonged odor exposure. Our findings suggest that both the cellular environment and the stimulus dynamics shape the functionality of Olfr73 and argue that characterizing ORs in 'native' conditions, rather than in vitro, provides a more relevant understanding of ligand-OR interactions.",valid,8085013
20643505,"Millions of people worldwide are at risk from the presence of arsenic in groundwater. In this study, adsorption equilibrium and long term experiments were carried out to evaluate the performance of iron oxide coated sponge (IOCSp) in arsenic removal. It was found that maximum adsorption capacity of IOCSp for As(III) and As(V) calculated by Sips isotherm was 4.2 and 4.6 mg/g of IOCSp, respectively. A filter packed with small amount of 25 g IOCSp maintained a consistent arsenic removal efficiency of 95% from synthetic solution containing arsenic concentration of as high as 1000 microg/L. This produced a throughput volume of 153 and 178 L of water containing As(III) and As(V), respectively before any need for regeneration or disposal of IOCSp. IOCSp could be regenerated by washing it with NaOH solution. The dynamic (column) adsorption kinetics were successfully predicted by the Thomas and Nikolaidis modified models.",valid,
22617133,"Skin metastases occur in 0.6%-10.4% of all patients with cancer and represent 2% of all skin tumors. Skin metastases from visceral malignancies are important for dermatologists and dermatopathologists because of their variable clinical appearance and presentation, frequent delay and failure in their diagnosis, relative proportion of different internal malignancies metastasizing to the skin, and impact on morbidity, prognosis, and treatment. Another factor to take into account is that cutaneous metastasis may be the first sign of clinically silent visceral cancer. The relative frequencies of metastatic skin disease tend to correlate with the frequency of the different types of primary cancer in each sex. Thus, women with skin metastases have the following distribution in decreasing order of frequency of primary malignancies: breast, ovary, oral cavity, lung, and large intestine. In men, the distribution is as follows: lung, large intestine, oral cavity, kidney, breast, esophagus, pancreas, stomach, and liver. A wide morphologic spectrum of clinical appearances has been described in cutaneous metastases. This variable clinical morphology included nodules, papules, plaques, tumors, and ulcers. From a histopathologic point of view, there are 4 main morphologic patterns of cutaneous metastases involving the dermis, namely, nodular, infiltrative, diffuse, and intravascular. Generally, cutaneous metastases herald a poor prognosis. The average survival time of patients with skin metastases is a few months. In this article, we review the clinicopathologic and immunohistochemical characteristics of cutaneous metastases from internal malignancies, classify the most common cutaneous metastases, and identify studies that may assist in diagnosing the origin of a cutaneous metastasis.",valid,
26811753,"Himalayan hemlock (Tsuga dumosa) experienced a recolonization event during the Quaternary period; however, the specific dispersal routes are remain unknown. Recently, the least cost path (LCP) calculation coupled with population genetic data and species distribution models has been applied to reveal the landscape connectivity. In this study, we utilized the categorical LCP method, combining species distribution of three periods (the last interglacial, the last glacial maximum, and the current period) and locality with shared chloroplast, mitochondrial, and nuclear haplotypes, to identify the possible dispersal routes of T. dumosa in the late Quaternary. Then, both a coalescent estimate of migration rates among regional groups and establishment of genetic divergence pattern were conducted. After those analyses, we found that the species generally migrated along the southern slope of Himalaya across time periods and genomic makers, and higher degree of dispersal was in the present and mtDNA haplotype. Furthermore, the direction of range shifts and strong level of gene flow also imply the existence of Himalayan dispersal path, and low area of genetic divergence pattern suggests that there are not any obvious barriers against the dispersal pathway. Above all, we inferred that a dispersal route along the Himalaya Mountains could exist, which is an important supplement for the evolutionary history of T. dumosa. Finally, we believed that this integrative genetic and geospatial method would bring new implications for the evolutionary process and conservation priority of species in the Tibetan Plateau.",valid,4717335
9842218,"Renal ptosis is the caudal acquired displacement of one or both of the kidneys, with different degree and etiology, considered as a urological pathology because of its urodynamic changes and, in the last years, almost completely neglected.",valid,
20574907,"Significant advances have been made in human health and ecological risk assessment over the last decade. Substantial challenges, however, remain in providing credible scientific information in a timely and efficient manner to support chemical risk assessment and management decisions. A major challenge confronting risk managers is the need for critical information to address risk uncertainties in large chemical inventories such as high- and medium-production-volume industrial chemicals or pesticide inert ingredients. From a strategic and tactical viewpoint, an integrated approach that relies on all existing knowledge and uses a range of methods, including those from emerging and novel technologies, is needed to advance progressive and focused testing strategies, as well as to advance the utility and predictability of the risk assessment by providing more relevant information. A hypothesis-based approach that draws on all relevant information is consistent with the vision articulated in the 2007 report by the National Research Council, Toxicity Testing in the 21st Century: A Vision and a Strategy. This article describes the current practices in evaluating chemical risks and ongoing efforts to enhance the quality and efficiency of risk assessment and risk management decisions within the Office of Prevention, Pesticides, and Toxic Substances at the U.S. Environmental Protection Agency.",valid,
12354638,"In this work, the differential expression of a chemical marker, the alpha-isoform of the calcium/calmodulin-dependent protein kinase II (CaM-Kinase II alpha) and the development of the spinal cord projection were used to determine in vivo the embryonic stages at which different aspects of the phenotype of neocortical cells are specified. We first performed a quantitative, immunocytochemical study on the levels of CaM-Kinase II alpha expression in the frontal, parietal and occipital cortical areas of control adult rats. We found that the levels of expression of CaM-Kinase II alpha were larger in the frontal and parietal areas than in the occipital areas. In addition, all layer V neurons identified as projecting to the spinal cord were CaM-Kinase II alpha immunopositive. We then grafted embryonic day (E) 12 or 14 cells from the presumptive frontal or occipital cortex of donor fetuses into the frontal or occipital cortex of newborn hosts. Cortical cells grafted at E12 differentiate neurons with molecular (CaM-Kinase II alpha) and connectivity (spinal cord projection) phenotypes appropriate to the cortical area where they complete their development whereas cells taken at E14 differentiate neurons with molecular and connectivity phenotypes appropriate to their cortical locus of origin. These findings suggest that E12 progenitors destined to generate layer V neurons are multipotent. The final phenotype of their progeny depends on regionalizing signals expressed in the environment. Later in corticogenesis, committed progenitors become unable to respond to regionalizing signals and generate neurons whose phenotype is appropriate to the initial cortical position of the precursor.",valid,
27190652,"Superoxide dismutase is an antioxidant enzyme that is involved in defence mechanisms against oxidative stress. Cu/Zn SOD is a variant that is located in exon3/intron3 boundary. The aim of the present study was to investigate whether the Cu/Zn SOD (+35A/C) gene polymorphism is associated with the susceptibility to type 2 diabetes mellitus among south Indian population. The study included patients with type 2 diabetes mellitus (n = 100) and healthy controls (n = 75). DNA was isolated from the blood and genotyping of Cu/Zn SOD gene polymorphism was done by polymerase chain reaction based restriction fragment length polymorphism method. Occurrence of different genotypes and normal (A) and mutant (C) allele frequencies were determined. The frequency of the three genotypes of the total subjects was as follows: homozygous wild-type A/A (95%), heterozygous genotype A/C (3%), and homozygous mutant C/C (2%). The mutant (C) allele and the mutant genotypes (AC/CC) were found to be completely absent among the patients with type 2 diabetes mellitus. Absence of mutant genotype (CC) shows that the Cu/Zn SOD gene polymorphism may not be associated with the susceptibility to type 2 diabetes mellitus among south Indian population.",valid,4852105
26579583,"Comprehensive multiphase NMR is a novel NMR technique that permits all components (solutions, gels, and solids) to be studied in unaltered natural samples. In this study a wide range of CMP-NMR interaction and editing-based experiments are combined to follow contaminants (pentafluorophenol (PFP) and perfluorooctanoic acid (PFOA)) from the solution state (after a spill) through the gel-state and finally into the true solid-state (sequestered) in an intact water-swollen soil. Kinetics experiments monitoring each phase illustrate PFOA rapidly transfers from solution to the solid phase while for PFP the process is slower with longer residence times in the solution and gel phase. Interaction-based experiments reveal that PFOA enters the soil via its hydrophobic tails and selectively binds to soil microbial protein. PFP sorption shows less specificity exhibiting interactions with a range of gel and solid soil components with a preference toward aromatics (mainly lignin). The results indicate that in addition to more traditional measurements such as Koc, other factors including the influence of the contaminant on the soil-water interface, specific biological interactions, soil composition (content of lignin, protein, etc.) and physical accessibility/swellability of soil organic components will likely be central to better explaining and predicting the true behavior of contaminants in soil.",valid,
9506849,"Glycosaminoglycans regulate angiogenesis by affecting the availability of different growth factors for the endothelial cell (EC). However, little is known about the molecular and functional consequences resulting from direct interaction of these polyelectrolytes with the EC. Here we show that heparin markedly inhibited serum-stimulated DNA synthesis and ornithine decarboxylase (ODC) mRNA expression in human endothelial cells (HEC). About 50% of the serum effect on DNA synthesis and ODC gene expression was prevented by the selective protein kinase C (PKC) inhibitor chelerythrine or by PKC down-regulation. Heparin was ineffective in counteracting that part of the effect of serum that was resistant to PKC inhibition or down-regulation. In serum-free cultured HEC, heparin completely abolished the increase in DNA synthesis and ODC mRNA expression elicited by a number of PKC activators. Cell exposure to difluoromethylornithine, an irreversible inhibitor of ODC enzyme, dramatically antagonised both serum- and phorbol 12-myristate 13-acetate (PMA)-stimulated DNA synthesis. These results suggest that inhibition of PKC-mediated ODC gene expression by glycosaminoglycans may represent an important mechanism in the regulation of HEC proliferation.",valid,
22737714,To investigate the biological behavior including survival and proliferation of CD34 + CD38--Lin--cells when they are cultured at single cell level.,valid,
28551843,"The incidence of and risk factors for febrile neutropenia (FN) in Japanese non-Hodgkin B-cell lymphoma (B-NHL) patients receiving rituximab, cyclophosphamide, doxorubicin, vincristine, and predonisolone (R-CHOP) chemotherapy are unknown. We conducted this study to address this issue.",valid,5610661
21635334,"Griffiths, Christian, and Kalish (this issue) present an iterative-learning paradigm applying a Bayesian model to understand inductive biases in categorization. The authors argue that the paradigm is useful as an exploratory tool to understand inductive biases in situations where little is known about the task. It is argued that a theory developed only at the computational level is much like a single-bladed knife that is only useful in highly idealized situations. To be useful as a general tool that cuts through the complex fabric of cognition, we need at least two-bladed scissors that combine both computational and psychological constraints to characterize human behavior. To temper its sometimes expansive claims, it is time to show what a Bayesian model cannot explain. Insight as to how human reality may differ from the Bayesian predictions may shed more light on human cognition than the simpler focus on what the Bayesian approach can explain. There remains much to be done in terms of integrating Bayesian approaches and other approaches in modeling human cognition.",valid,
37062801,"Neonatal hypoxic-ischemic encephalopathy (HIE) that results from perinatal cerebral hypoxia-ischemia has become one of the leading causes of acute mortality and chronic disability in infants and children. Despite that neuronal mitophagy and subsequent clearance of damaged neurons exert protective effect, the pathogenesis of HIE and effective treatment strategies for intervention of HIE remain poorly understood. Here, we report that ubiquitin-specific protease 14 (Usp14, a deubiquitinating enzyme) is closely associated with HIE progression by its negative regulation in neuronal mitophagy in mouse. The expression of Usp14 is elevated in both an oxygen-glucose deprivation (OGD) mouse neuronal cell line culture model in vitro and a HIE mouse model in vivo. Mechanistically, OGD treatment activates Hippo signaling that enhances Yap1 phosphorylation levels at Ser-127 but inhibits Yap1 protein level, which potentiates Usp14 transcription and leads to the downregulated ubiquitination at Lys-63 of Beclin-1, a key molecule in autophagy, resulting in the suppressed neuronal mitophagy, subsequent failure in the clearance of damaged neurons, and finally possible dysregulation in brain functions. Thus, our results provide with Usp14 as a novel target and treatment strategy for intervention of HIE, which may help diagnose and treat HIE in clinic.",valid,
16803093,"A single colloidal sphere circulating around a periodically modulated optical vortex trap can enter a dynamical state in which it intermittently alternates between freely running around the ringlike optical vortex and becoming trapped in local potential energy minima. Velocity fluctuations in this randomly switching state still are characterized by a linear Einstein-like diffusion law, but with an effective diffusion coefficient that is enhanced by more than 2 orders of magnitude.",valid,
23569286,"This paper introduces a Theme Issue presenting the latest developments in research on the interplay between flexibility and constraint in social behaviour, using comparative datasets, long-term field studies and experimental data from both field and laboratory studies of mammals. We first explain our focus on mammals and outline the main components of their social systems, focusing on variation within- and among-species in numerous aspects of social organization, mating system and social structure. We then review the current state of primarily ultimate explanations of this diversity in social behaviour. We approach the question of how and why the balance between behavioural flexibility and continuity is achieved by discussing the genetic, developmental, ecological and social constraints on hypothetically unlimited behavioural flexibility. We introduce the other contributions to this Theme Issue against this background and conclude that constraints are often crucial to the evolution and expression of behavioural flexibility. In exploring these issues, the enduring relevance of Tinbergen's seminal paper 'On aims and methods in ethology', with its advocacy of an integrative, four-pronged approach to studying behaviour becomes apparent: an exceptionally fitting tribute on the 50th anniversary of its publication.",valid,3638441
24305643,"Approximately 10% of patients with rheumatoid arthritis (RA) have interstitial lung disease (ILD), and one-third have subclinical ILD on chest CT scan. In this study, we aimed to further characterize functional decrements in a spectrum of RA-associated ILD.",valid,4077411
908759,"Kinetic data analysis was used to derive a six-compartment computer model which describes the in vivo [3H]25-hydroxyvitamin D3 ([3H]25-OHD3) metabolism in control and strontium rachitic chicks. Plasma concentrations of 25-OHD3 (13 pmol/ml) and 25, 25-dihydroxyvitamin D3 (0.9 pmol/ml) were 18 and 125% greater than controls, respectively, whereas the corresponding level for 1alpha,25-dihydroxyvitamin D3 (0.3 pmol/ml) was only 30% of control. Plasma disappearance of 25-HOD3 was fitted using a two-compartment model in which the metabolite extrapolated half-life was nearly twice as large for strontium rachitic chicks (71 compared to 41 h). Intestinal sequestration of 1alpha,25-dihydroxyvitamin D3 was assumed to be irreversible and was fitted by a single exponential term in which metabolite uptake rate and tissue concentration in strontium rickets was suppressed to 20 and 10% of control, respectively. In contrast, uptake of 25-OHD3 by the intestine was observed to occur by a reversible process in which metabolite concentration was 45% greater in the strontium rachitic compared to control group. The developed compartment model accepts time-dependent control or perturbed metabolite data for the plasma and (or) intestinal pools and provides quantitative values for metabolite pool size, flux rate, and turnover time.",valid,372474
36219935,"This cross-sectional study aimed to explore the relationship between diet quality, dietary diversity, and oxidative stress levels in older adults in parts of the Ningxia Hui Autonomous Region in northwestern China. A total of 335 participants voluntarily participated in the study from April to July 2021. Laboratory tests and questionnaires were used to obtain general characteristics, dietary conditions, and indicators of oxidative stress. The dietary diversity scores of the participants were 5.20±1.39, the diet quality indices were 56.91±11.14, and most had poor diet quality. The levels of the oxidative stress markers malondialdehyde, superoxide dismutase, 8-iso-prostaglandin F2α, and total antioxidant capacity were 4.77±1.77, 40.33±9.85, 763.10±245.41, and 1.02±0.14, respectively. The results showed that the diet quality scores of participants were related to dietary diversity and whether the scores passed or not was significantly related to total antioxidant capacity.",valid,
37160922,"Loss of function in the tumor suppressor gene TP53 is the most common alteration seen in human cancer. In mice, P53 deletion in all cells leads predominantly to the development of T-cell lymphomas, followed by B-cell lymphomas, sarcomas and teratomas. In order to dissect the role of P53 in the hematopoietic system, we generated and analyzed two different mouse models deficient for P53. A pan-hematopoietic P53 deletion mouse was created using Vav1-Cre based deletion; and a B-cell-specific deletion mouse was created using a CD19-Cre based deletion. The Vav1-P53CKO mice predominantly developed T-cell malignancies in younger mice, and myeloid malignancies in older mice. In T-cell malignancies, there was accelerated thymic cell maturation with overexpression of Notch1 and its downstream effectors. CD19-P53CKO mice developed marginal zone expansion in the spleen, followed by marginal zone lymphoma, some of which progressed to diffuse large B-cell lymphomas. Interestingly, marginal zone and diffuse large B-cell lymphomas had a unique gene expression signature characterized by activation of the PI3K pathway, compared with wild type marginal zone or follicular cells of the spleen. This study demonstrates lineage specific P53 deletion leading to distinct phenotypes secondary to unique gene expression programs set in motion.",valid,10169790
16893814,"Active inclusion bodies of recombinant polyphosphate kinase were obtained by simple washing of Escherichia coli cells with nonionic detergent and then they were immobilized in agar/TiO2 beads. Bioenergy beads obtained are charged by polyphosphate to act as rechargeable supply of adenosine/nucleoside triphosphates (ATP/NTP), a practical tool for synthesis of artificial receptors.",valid,
15586644,"Control of high blood pressure is usually difficult when there is an unidentified cause or there exist certain factors that blunt the effect of appropriate therapy. Premenstrual syndrome (PMS) is neither a known cause of hypertension nor is it listed as one of the factors that blunt effect of antihypertensives. PMS defines a constellation of symptoms confined to the luteal phase of the menstrual cycle interfering with individual function but clears after menstruation in the follicular phase. Though there is no consensus yet on its etiopathogenesis, the various models, inconsistent as they are, can initiate or sustain hypertension. The two patients presented had been frustrated by the attitude of their attending physicians who branded them neurotics and the fact that various drug combinations would not control their blood pressure. The classical recurring nature of their symptoms in relation to the menstrual cycle led to the suspicion of and treatment of PMS. With this, it became easy to control their erstwhile ""refractory"" hypertension. It is, therefore, recommended that history of PMS be sought and attended to, when premenopausal women without evidence of secondary hypertension have high blood pressures that proove difficult to control.",valid,2568616
15470000,"Ectopic testicular xenografting can be used to investigate spermatogenesis and as an alternative means for generating transgenic spermatozoa in many species. Improving the efficiency of spermatogenesis in xenografted testicular tissue will aid in the application of using this approach. The present study was conducted to evaluate age-related differences in the establishment of spermatogenesis in grafted testicular tissue from bulls between 2 and 16 wk of life. Testicular tissue was ectopically xenografted under the skin on the backs of castrated nude mice and subsequently evaluated for growth, testosterone production, and establishment of spermatogenesis 24 wk after grafting. The greatest weight increases occurred in donor tissue from calves of the ages 2, 4, and 8 wk compared with the ages of 12 and 16 wk. Recipient mouse serum testosterone concentration was at normal physiological levels 24 wk after grafting and no significant differences were detected between recipients grafted with testicular tissue from bull calves of different ages. The development of germ cells to elongated spermatids were observed in seminiferous tubules of grafts from donor calves of the ages 4, 8, 12, and 16 wk but not observed in grafts from 2-wk donors, which contained round spermatids as the most advanced germ cell stage. Grafts from 8-wk donors contained a significantly higher (10-fold) average percentage of seminiferous tubules with elongated spermatids than all other donor ages. These data demonstrate differences in the ability of testicular tissue from donor animals of different ages to establish spermatogenesis following ectopic testicular xenografting.",valid,
2315842,"A simple method for radiation therapy planning of brain tumors is presented. Therapy portals of midline tumors can easily be determined by comparing sagittal MRI scans with the lateral simulator radiograph. By addition of appropriately processed MR-tomograms a similar planning is possible for parasagittal tumors. Digital data exchange between different operating systems is not necessary with our simple method, problems with varying input/output standards and expensive hardware requirements are thus avoided.",valid,
11565835,"Employing a technology called differential immunization for antigen and antibody discovery (DIAAD), we aimed to generate monoclonal antibodies (mAbs) specific to human multiple myeloma (MM) cells. The fundamental principles of DIAAD rely on the induction of high zone tolerance to the ""wild type"" (normal) antigen. followed by immunization with the modified (diseased) antigen. Because chronic myelogenic leukemia (CML) cells are derived from a lineage closely related to MM, we immunized mice by contrasting a pool of MM cells with CML cells. Monoclonal antibody VAC69 reacted exclusively with MM cells, identifying a membrane molecule composed of a single-chain glycoprotein with a molecular weight of 78-120 kd. This antigen exhibited narrow tissue specificity and was not found on human cancers such as prostate, breast, or cervical carcinoma; leukemia; or lymphoma, nor was it seen on normal human peripheral lymphocytes or on Epstein-Barr virus-transformed B-cell lines. By immunohistochemistry, mAb VAC69 showed no binding to antigens expressed on normal human ovary, breast, prostate, lung or colon tissue, nor did it bind to human breast or prostate cancer. Conversely, mAb VAC69 bound strongly to human MM, although showing only slight binding to histiocytes or inflamed cells in human lymph nodes and human tumors of the colon, lung, and ovary. Monoclonal antibody VAC69 also triggered cancer-specific cytotoxicity in vitro (in the presence of complement) as well as in vivo using a sever combined immunodeficiency model transplanted with human MM. Further studies showed the ability of mAb VAC69 to be specifically internalized by human MM cells, indicating its potential use for therapeutic intervention in MM by delivering drugs into cancer cells.",valid,
