PMID,Abstract,Status
10187876,"Diagnostic imaging in hyperacute ischemic stroke has been revolutionized by the introduction of diffusion- and perfusion-weighted MRI (DWI and PWI). CT, however, is still needed to exclude intracerebral hemorrhage (ICH). The purpose of our study was to determine the diagnostic accuracy of a standardized, multimodal MRI (mMRI) stroke protocol in the qualitative and quantitative assessment of hyperacute ICH (<6 hours). We investigated 9 patients with hyperacute ICH with CT followed immediately by a standardized mMRI stroke protocol (DWI, PWI [T2*-WI], FLAIR, T2-WI, and MRA). The time interval between MRI and symptom onset ranged from 3 hours to 5 hours 45 minutes. We analyzed and compared the size of the hematoma on CT and all mMRI images by semiautomatic volumetry. ICH was unambiguously identified on the basis of all mMRI sequences. With increasing susceptibility effect (T2*-WI), the ICH, appearing as an area of hyperintensity with central signal loss, became qualitatively most evident. Regarding quantitation, T2*-WI overestimated (median and mean difference, 18.9%/17.8%; SD final sigma=24.4%) and DWI correlated best (median and mean difference, 3.97%/-4.36%; SD final sigma=37. 42%) with hematoma size on CT. Multimodal stroke MRI is as reliable as CT in the assessment of hyperacute ICH. Therefore, additional CT is no longer necessary to rule out ICH in hyperacute stroke. The use of mMRI alone in the diagnostic workup of a hyperacute stroke patient saves time and costs while rendering all the critical information needed to initiate an optimal treatment.",valid
16450563,"An exploratory and descriptive study to obtain basic data on the extent, nature, sources and severity of injuries sustained on fruit farms was conducted. The possibility of utilizing lay health workers (LHWs) on farms to document routine information on injuries was also investigated. Descriptive information of all injuries occurring on selected farms, both occupational and other, needing some form of treatment, were documented over a one-year period from June 1999 to May 2000. A purposive non-probability sampling method was used. Forty-eight fruit farms with a history of trained LHWs were purposefully selected. Injuries were documented using a one-page questionnaire. A total of 500 injuries were recorded, giving an average of 10.4 injuries per farm per year. Half of these injuries were work-related. Workers aged 20-39 were most at risk. Injuries sustained were related to routine activities of fruit farming, occurred mostly in the orchards and involved cuts, bruises and abrasions to the hands, including the fingers, and the eyes. Most of the non-work related injuries occurred in and around the home. A third of these injuries were sustained by persons < 20. A large percentage of the non-work related injuries were violence- and alcohol related. Most of the injuries required basic primary health care that could be managed by the LHW. Injury severity caused people to take time off for one third of the cases. A relatively high occupational injury rate in comparison to high-income countries. Occupational Health and Safety legislation needs to be institutionalized and adhered to. Alcohol and violence on farms is a serious public health problem. LHWs could potentially play an important role in documenting injury data.",valid
28134287,"Neural stem cells (NSCs) are defined by their dual ability to self-renew through mitotic cell division or differentiate into the varied neural cell types of the CNS. DISP3/PTCHD2 is a sterol-sensing domain-containing protein, highly expressed in neural tissues, whose expression is regulated by thyroid hormone. In the present study, we used a mouse NSC line to investigate what effect DISP3 may have on the self-renewal and/or differentiation potential of the cells. We demonstrated that NSC differentiation triggered significant reduction in DISP3 expression in the resulting astrocytes, neurons and oligodendrocytes. Moreover, when DISP3 expression was disrupted, the NSC ""stemness"" was suppressed, leading to a larger population of cells undergoing spontaneous neuronal differentiation. Conversely, overexpression of DISP3 resulted in increased NSC proliferation. When NSCs were cultured under differentiation conditions, we observed that the lack of DISP3 augmented the number of NSCs differentiating into each of the neural cell lineages and that neuronal morphology was altered. In contrast, DISP3 overexpression resulted in impaired cell differentiation. Taken together, our findings imply that DISP3 may help dictate the NSC cell fate to either undergo self-renewal or switch to the terminal differentiation cell program.",valid
8877728,"We investigated the prevalence of mixed cryoglobulinemia (MC) in 100 cases of chronic hepatitis C virus (HCV) infection and the effect of a 6-month treatment with interferon-alpha (IFN-alpha). Cryoglobulins were detected on admission in 36 of 100 patients and appeared during observation in a further 18 cases. Cryocrit ranged from 0.5% to 20%. Patients with MC were older and had a higher incidence of cirrhosis than those without MC. Immunologic characterization of the cryoprecipitate showed the presence of type II in 84% of cases and type III in 16%. The patients received IFN-alpha (6 MU three times per week) for 6 months. Fifty-seven were responders (i.e., reached normal aminotransferase levels), 26 of these relapsed within 2 months after IFN withdrawal, and 30 did not relapse. After IFN-alpha treatment, cryoglobulinemia disappeared in 11 of the 21 evaluable responders, but in none of the 15 nonresponder patients (p < 0.003). The clearance of MC was associated in all cases with clearance of HCV RNA. The delayed appearance of cryoglobulinemia in responders seems to be associated with a higher probability of relapse.",valid
28914647,"Caudal anesthesia has been used for postoperative pain control in pediatric surgical patients, but the duration of the analgesic effect is occasionally unsatisfactory. Intravenous steroids have been shown to be effective for postsurgical pain management after certain surgeries. The aim of this meta-analysis with trial sequential analysis (TSA) was to evaluate the analgesic effect of steroids in patients administered with caudal anesthesia. This study was a systematic review and meta-analysis. A search of published literature was conducted in the MEDLINE, EMBASE, Web of Science, and Cochrane Central Register of Controlled Trials databases and in trial registration sites. Randomized controlled trials that compared intravenous steroids with a placebo in pediatric patients who had received caudal anesthesia for surgery were included in the study. The primary outcomes from the present meta-analysis were the analgesic duration and the number of patients who required rescue analgesics. The analgesic duration and incidence of rescue use were summarized using mean difference or risk ratio with a 97.5% confidence interval (CI), respectively. If the 97.5% CI of the mean difference or risk ratio included a value of 0 or 1, respectively, we considered the difference not to be significant. We used the random effects model to combine the results. Heterogeneity was quantified with the I statistic. The quality of the trials was evaluated using the Cochrane methodology. Moreover, a TSA with a risk of type 1 error of 2.5% and power of 90% was performed. We established the minimum clinically meaningful difference of analgesic duration as 3 hours. The target sample size for meta-analysis was also calculated in the TSA. We also assessed adverse events. Six trials with 424 patients were included; 211 patients received intravenous steroids. All trials compared dexamethasone of at least 0.5 mg/kg dose with a placebo. Dexamethasone prolonged the duration of caudal analgesia (mean difference, 244 minutes; 97.5% CI, 188-300). Heterogeneity was considerable with an I value of 94.8%. Quality of evidence was very low. The TSA suggested that only 17.0% of the target sample size had been reached, but the cumulative Z score crossed the trial sequential monitoring boundary to indicate a benefit. Rescue use was reported in 4 studies with 260 patients. Rescue use was not significantly reduced in the dexamethasone group (risk ratio, 0.53; 97.5% CI, 0.09-3.30; I, 98.7%). No increase in adverse events was reported. Intravenous dexamethasone prolongs the analgesic duration of caudal anesthesia. Trials to investigate the effectiveness of a lower dose of the dexamethasone in prolonging analgesic effects would be of interest. Further trials with a low risk of bias are necessary.",valid
9162585,"To study the possibility that schistosomiasis might be able to spread into the basins of the Paraná and Uruguay rivers, 1,711 snails were experimentally exposed to infection with Schistosoma mansoni. These snails were laboratory-bred progeny of Biomphalaria tenagophila collected from 15 populations in the geographic area under consideration. Three strains of S. mansoni were used: BH2, adapted to B. glabrata, and SJ and SJ2 adapted to B. tenagophila. None of the 543 snails exposed to the BH2 strain became infected, nor did any of the 668 exposed to SJ. However, of the 500 exposed the SJ2, 4 of the 163 snails (2%) from Ayolas, a locality in the Paraná basin, were susceptible, as were 8 of 45 (18%) from Fuente, Salto, in the Uruguay basin. These findings are similar to those of studies done in other geographic areas, where some populations of B. tenagophila do not become infected with S. mansoni while others are susceptible. The results of this study signal the possibility of the expansion of schistosomiasis into a broad region of South America in which B. tenagophila is found.",valid
24850902,"Pancreatic ductal adenocarcinoma (PDA) arises at the convergence of genetic alterations in KRAS with a fostering microenvironment shaped by immune cell influx and fibrotic changes; identification of the earliest tumorigenic molecular mediators evokes the proverbial chicken and egg problem. Matrix metalloproteinases (MMP) are key drivers of tumor progression that originate primarily from stromal cells activated by the developing tumor. Here, MMP3, known to be expressed in PDA, was found to be associated with expression of Rac1b, a tumorigenic splice isoform of Rac1, in all stages of pancreatic cancer. Using a large cohort of human PDA tissue biopsies specimens, both MMP3 and Rac1b are expressed in PDA cells, that the expression levels of the two markers are highly correlated, and that the subcellular distribution of Rac1b in PDA is significantly associated with patient outcome. Using transgenic mouse models, coexpression of MMP3 with activated KRAS in pancreatic acinar cells stimulates metaplasia and immune cell infiltration, priming the stromal microenvironment for early tumor development. Finally, exposure of cultured pancreatic cancer cells to recombinant MMP3 stimulates expression of Rac1b, increases cellular invasiveness, and activation of tumorigenic transcriptional profiles. MMP3 acts as a coconspirator of oncogenic KRAS in pancreatic cancer tumorigenesis and progression, both through Rac1b-mediated phenotypic control of pancreatic cancer cells themselves, and by giving rise to the tumorigenic microenvironment; these findings also point to inhibition of this pathway as a potential therapeutic strategy for pancreatic cancer.",valid
17346684,"Evidence suggests that tumor necrosis factor alpha (TNF) is a leading cause of dopaminergic neuronal cell death. TNF also, however, has neuroprotective effects. Thus, TNF might have a dual role following injury: immediate release after injury is protective, whereas chronic increases are detrimental. In the present study, 6-hydroxydopamine was used to lesion the dorsal striatum in male Fisher 344 rats at 2 different time points. Group 1 received a daily injection of TNFalpha antisense oligodeoxyribonucleotide (ODN) or control on days 1 through 7 post-lesion. Group 2 received a daily injection of TNF antisense ODN or control on days 5 through 15 post-lesion. Rats were killed on the day following the last injection of TNF antisense ODN. Injection of TNF antisense ODN on days 1 through 7 increased the area of the tyrosine-hydroxylase-negative zone ipsilateral to the injection when compared to controls. In contrast, when inhibition of TNF was delayed, the area of tyrosine hydroxylase loss was significantly reduced. These findings suggest that TNF release is neuroprotective in the early stages of injury but becomes neurotoxic when chronically induced.",valid
20046765,"In the 1990s, drug resistance has become an important problem in a variety of infectious diseases including human immunodeficiency virus infection, tuberculosis, and other bacterial infections which have profound effects on human health. At the same time, there have been dramatic increase in the incidence of fungal infections, which are probably the result of alterations in immune status associated with the acquired immuno deficiency syndrome epidemic, cancer chemotherapy, and organ and bone marrow transplantation. The rise in the incidence of fungal infections has exacerbated the need for the next generation of antifungal agents, since many of the currently available drugs have undesirable side effects, are ineffective against new or reemerging fungi, or lead to the rapid development of the resistance. This review will focus on the pathogenic yeast Candida albicans, since a large body of work on the factors and mechanism associated with antifungal drug resistance in this organism is reported sufficiently. It will certainly elaborate the probable molecular targets for drug design, discovered to date.",valid
24206126,"We provide theoretical comparisons of the physical properties of eighteen proteins with the pathogenesis-related proteins of class 10 (PR-10) fold, which is characterized by a large hydrophobic cavity enclosed between a curved β-sheet and a variable α-helix. Our novel algorithm to calculate the volume of internal cavities within protein structures is used to demonstrate that, although the sizes of the cavities of the investigated PR-10 proteins vary significantly, their other physical properties, such as thermodynamic and mechanical parameters or parameters related to folding, are very close. The largest variations (in the order of 20%) are predicted for the optimal folding times. We show that, on squeezing, the PR-10 proteins behave differently from typical virus capsids.",valid
1556388,"Total body dose received in home gardeners applying 2,4-D and bystanders living within the household, but not applying the pesticide was measured. Levels of 2,4-D were monitored in air samples both inside the home and downwind of the application site. Homeowners were divided into protective and non-protective apparel groups and applied both a granular and liquid formulation of 2,4-D on two separate dates. Analyses of urine collected from homeowners for 96 hours following applications found total body doses ranging from non-detectable to 0.0071 mg/kg of body weight. The highest exposures occurred in the non-protected group and were consistently associated with spills of the liquid concentrate or excessive contact with the dilute mixture on the hands or forearms. Residues of 2,4-D were not detected in urine samples supplied by bystanders to home applicators. Residues of 2,4-D were detected in five of the 76 air samples taken during the home applications. Two of these air samples coincided with measurable applicator exposure but it is unlikely that this was a major route of exposure.",valid
28109669,"Schizophrenia displays connectivity deficits in the brain, but the literature has shown inconsistent findings about alterations in global efficiency of brain functional networks. We supposed that such inconsistency at the whole brain level may be due to a mixture of different portions of global efficiency at sub-brain levels. Accordingly, we considered measuring portions of global efficiency in two aspects: spatial portions by considering sub-brain networks and topological portions by considering contributions to global efficiency according to direct and indirect topological connections. We proposed adjacency and indirect adjacency as new network parameters attributable to direct and indirect topological connections, respectively, and applied them to graph-theoretical analysis of brain functional networks constructed from resting state fMRI data of 22 patients with schizophrenia and 22 healthy controls. Group differences in the network parameters were observed not for whole brain and hemispheric networks, but for regional networks. Alterations in adjacency and indirect adjacency were in opposite directions, such that adjacency increased, but indirect adjacency decreased in patients with schizophrenia. Furthermore, over connections in frontal and parietal regions, increased adjacency was associated with more severe negative symptoms, while decreased adjacency was associated with more severe positive symptoms of schizophrenia. This finding indicates that connectivity deficits associated with positive and negative symptoms of schizophrenia may involve topologically different paths in the brain. In patients with schizophrenia, although changes in global efficiency may not be clearly shown, different alterations in brain functional networks according to direct and indirect topological connections could be revealed at the regional level.",valid
11416901,"Primary tooth impaction is quite rare during the development of primary dentition. Various factors contribute to the impaction of a deciduous tooth, including malposition and malformation of the tooth bud, dentomaxillofacial disharmony, tumors, and cysts. This case was a 6-year-old female with complete left cleft lip/palate. A maxillary right second deciduous molar impacting at a high level approximate to the maxillary sinus was noted on the initial visit. To prevent surgical trauma to the surrounding tissue and succedaneous teeth, regular follow-up with radiographic examination was taken every 2 years. After a 7-year long-term follow-up, the impacted second primary molar in the right maxillary sinus had almost completely been resorbed with only about 10% of the original structure left. To the present, the resorption of the impacted deciduous molar seemed to have continued with no major pathological changes. Periodic radiographic examination is strongly advised until the total resorption process is completed.",valid
30480041,"As hospitals around the world increasingly face pressure to improve efficiency, ""Lean"" process improvement has become a popular approach to improving patient flow. In this article, we examine nurses' perspectives on the implementation of Lean redesigns to the inpatient discharge process. We found that nurses experienced competing demands and tensions related to their time and professional roles and responsibilities as a result of Lean. Four main themes included (a) addressing the needs of individual patients, while still maintaining overall patient flow; (b) meeting discharge efficiency targets while also achieving high patient satisfaction scores; (c) ""wasting time"" to save time; and (d) the ""real"" work of providing clinical care versus the ""Lean"" work of process improvement. Our findings highlight the importance of soliciting hospital nurses' perspectives when implementing Lean process improvements to improve efficiency and patient flow.",valid
37744587,"This systematic review synthesized the outcomes of previous intervention studies published from January 2000-October 2022 to evaluate the effectiveness of Dalcroze-based or similar music-movement integration among groups of individuals considered vulnerable (in relation to their abilities and health/wellbeing). The target groups addressed in previous intervention studies included individuals with special educational needs (such as disorders, disabilities, or impairments) or with a (risk of) decline in health and/or physical strength. Twenty articles met the review inclusion criteria. All studies showed beneficial outcomes for music-movement intervention except one that suffered from low adherence rates. In older adults, the benefits were cognitive, physical, social, and/or emotional, including improved postural stability, balance, gait safety, confidence in mobility, metamemory skills, dual-task performance, social and physical pleasure, autotelic/flow experience, enjoyment, health, and quality of life. In individuals with special educational needs, improvement was seen in relation to inclusion, reductions in compulsive and other problematic behaviors, self-regulation, perceptual and cognitive abilities and functions, linguistic and learning skills, auditory attention and phonological awareness, social interaction, engagement, and agency.",valid
9708566,"The purpose of this article is to describe the methods used to determine the precise, patient-specific dose (in mCi) of 131I anti-B1 antibody needed to deliver a specified whole-body radiation dose (generally 75 cGy) to patients being treated for non-Hodgkin's lymphoma. The general principles, as well as simplified methods for dosimetry calculation, are described, and a ""worked"" example is provided. The approach described involves administration of a tracer dose that is used to determine the patient-specific whole-body residence time. The total-body radiation dose per unit of cumulated activity is calculated using an ellipsoid model of the human body, with an assumption of uniform distribution of radioactivity. Together, they determine the appropriate patient-specific therapeutic dose of radiolabeled antibody needed to deliver a specified total-body dose of radiation. Because a monoexponential whole-body effective half-time adequately describes the total-body kinetics, the patient's whole-body residence time is estimated from three whole-body radioactivity observations obtained over 6-7 days. Whole-body counts can be collected using either a thyroid probe system or a whole-body gamma camera. The residence time, in conjunction with the patient's weight, determines the desired therapeutic activity. Dose attenuations are instituted for obesity and reduced blood platelet counts. Methods for determining total-body dose of radiation, including a simplified dosimetric method based on just three data points, are described. Tables and graphs to allow such calculations are presented for radioimmunotherapy with 131I anti-B1 antibody, although they are likely to be useful in other forms of radiopharmaceutical therapy as well.",valid
8774963,"A 46-year-old woman with incidentally discovered thyrotropin (TSH)-producing pituitary adenoma showed endocrine data which was consistent with TSH-producing pituitary tumor. However, she showed only slight hyperthyroidism and the oversecretion and autonomous secretion of TSH from the tumor seemed to be limited from the results of several endocrine examinations. Immunohistochemical examination revealed that not only TSH-beta and TSH-alpha but also prolactin and growth hormone synthesizing cells were present in the tumor tissue. Pituitary-transcription activator 1 (Pit-1) immunoreactivity was also detected in the adenoma cell nuclei. It was conceivable that the presented TSH-producing adenoma clinically located close to the non-functioning adenoma and Pit-1 may have played an important role in the multidirectional differentiation or development of this tumor.",valid
28008418,"Group I metabotropic glutamate receptors (mGluR1 and mGluR5 subtypes) are regulated by protein kinases. A recent focus is mitogen-activated protein kinases (MAPK). A prototypic subclass of MAPKs, extracellular signal-regulated kinases (ERK), is densely expressed in adult brain postmitotic neurons. This kinase resides in not only the cytoplasm around the nucleus, also the neuronal peripheral structures such as synapses. Recombinant ERK2 binds to C terminal tails of mGluR1a",valid
3944033,"To further investigate the effects of airway cartilage softening on static and dynamic lung mechanics, 11 rabbits were treated with 100 mg/kg iv papain, whereas 9 control animals received no pretreatment. Lung mechanics were studied 24 h after papain injection. There was no significant difference in lung volumes, lung pressure-volume curves, or chest wall compliance. Papain-treated rabbits showed increased lung resistance: 91 +/- 63 vs. 39 +/- 22 cmH2O X l-1 X s (mean +/- SD; P less than 0.05), decreased maximal expiratory flows at all lung volumes, and preserved density dependence of maximal expiratory flows. We conclude that increased airway wall compliance is probably the mechanism that limited maximal expiratory flow in this animal model. In addition the increased lung resistance suggests that airway cartilage plays a role in the regulation of airway caliber during quiet tidal breathing.",valid
32210509,"The increasing prevalence of diabetic retinopathy in developing countries has become a worldwide concern. This problem is preventable by timely diagnosis and treatment; however, in the majority of cases, patients attend the eye clinics very late because of a lack of specialists and travel difficulties. Running a teleophthalmology system would significantly help to manage this disease. This study seeks to assess the accuracy of the teleophthalmology system and its effect on reducing unnecessary referrals in Iran. This study was conducted on 125 diabetic patients. First, the patients were examined by a retina specialist using a slit lamp and, then, single-field digital photos were captured by a portable, low-cost fundus camera. The images were uploaded onto a website and, after two months, were assessed by two retina specialists and two general practitioners (GPs). Finally, the diagnoses based on the digital photos were contrasted with the diagnoses established through face-to-face visits as a gold standard. Out of 125 diabetic patients, eight (6.4%) were removed because of low-quality images and a total of 117 were evaluated. The sensitivity and specificity of each retina specialist presented with the photographs produced success rates of 90% and 97% respectively when judged against the gold standard of face-to-face visits. The rates of sensitivity for retinopathy referrals from the retina specialists were 92% and 85%. The sensitivity and specificity of their diagnoses of clinically significant macular edema (CSME) were calculated at 93% and 100%. The rates of sensitivity for each GP were 95% and 93% and the level of specificity was estimated to be approximately 98% for both GPs. The diagnosis rate for GPs when viewing the photographs as opposed to hosting face-to-face visits was more than 90%. Generally, with the implementation of this system, between 40% and 55% of referrals were calculated to have been avoidable. Our results from the first-ever research conducted on this topic in Iran showed that the teleophthalmology system is extremely accurate, that it can prevent unnecessary referrals and that it is useful for locating treatable patients. The results of this study could be of assistance in the running and expansion of such systems throughout Iran and Kerman Province to reduce eye damage arising from diabetes, decrease avoidable referrals to clinics, increase the availability of specialist visits for people in remote and rural areas and optimize the use of clinical infrastructures for patients in emergencies.",valid
17065946,"The purpose of this study was to determine the influence of the Internet on parents regarding decisions for children with brachial plexus birth palsies (BPBP). A power analysis was performed to determine the appropriate sample size needed for estimating proportions in the general BPBP population. At least 100 surveys were needed for appropriate data analysis and 122 surveys were collected (100% response rate). Each participant filled out a 32-item survey on demographics, questions on Internet usage, and the influence of the Internet on care decisions. It is evident that parents commonly access the Internet. Of 122 participants, 108 (89%) searched the Internet for general BPBP information. Topics commonly researched include causes (76%), symptoms (70%), treatment/surgical options (84%), choice of physicians/surgeons (60%), and choice of hospitals/clinics (60%). Our study reveals that over half of the Internet users make clinical decisions based on their research and 98% report satisfaction with the outcome of their decisions. It is clear that parents of children with BPBP frequently use the Internet for information and available options regarding care for this rare condition.",valid
37497493,"4D-microscope-integrated optical coherence tomography (4D-MIOCT) is an emergent multimodal imaging technology in which live volumetric OCT (4D-OCT) is implemented in tandem with standard stereo color microscopy. 4D-OCT provides ophthalmic surgeons with many useful visual cues not available in standard microscopy; however it is challenging for the surgeon to effectively integrate cues from simultaneous-but-separate imaging in real-time. In this work, we demonstrate progress towards solving this challenge via the fusion of data from each modality guided by segmented 3D features. In this way, a more readily interpretable visualization that combines and registers important cues from both modalities is presented to the surgeon.",valid
29947331,"Topological states of matter are at the root of some of the most fascinating phenomena in condensed matter physics. Here we argue that skyrmions in the pseudo-spin space related to an emerging SU(2) symmetry enlighten many mysterious properties of the pseudogap phase in under-doped cuprates. We detail the role of the SU(2) symmetry in controlling the phase diagram of the cuprates, in particular how a cascade of phase transitions explains the arising of the pseudogap, superconducting and charge modulation phases seen at low temperature. We specify the structure of the charge modulations inside the vortex core below T",valid
28543550,"Polycystic ovary syndrome (PCOS) is a heterogeneous disorder characterized by chronic anovulation, hyperandrogenism, polycystic ovary morphology (PCOM) and metabolic disturbances including insulin resistance and type 2 diabetes mellitus. Although insulin resistance could be associated with PCOM, recent studies have shown controversial results. The aim of this study was to determine the relationship between PCOM and insulin resistance. This was a cross-sectional clinical study. A total of 679 women with PCOS who were diagnosed using the National Institute of Child Health and Human Disease (NICHD) criteria and 272 control women were analysed. We measured fasting glucose and insulin levels, 75 g oral glucose tolerance test-derived glucose and insulin levels, testosterone levels, ovarian volume and follicle number. Polycystic ovary morphology was described in 543 women (80.0%) with PCOS. Women with PCOS had significantly higher 2 hours postload glucose, fasting and 2 hours postload insulin levels, ovarian volume, ovarian follicle numbers and lower insulin sensitivity compared with those of the controls (all P<.01). In women with PCOS, ovarian volume and ovarian follicle number were negatively associated with the quantitative insulin sensitivity check index after adjusting for age, body mass index and total testosterone; however, this association was not observed in the controls. In the logistic regression analysis, increased ovarian follicle number was associated with decreased insulin sensitivity in women with PCOS. In PCOS, enlarged ovarian volume and follicle excess were associated with insulin resistance, and the number of ovarian follicles could be a predictor of insulin resistance.",valid
24478247,"To perform an updated meta-analysis comparing biodegradable polymer drug eluting stents (BP-DES) and durable polymer drug eluting stents (DP-DES). BP-DES have been suggested to reduce late stent thrombosis (LST) rates as compared to first generation DP-DES. Recently, second generation DP-DES have replaced older DES, but comparison of these stents with BP-DES has not yielded consistent results. Medline/Web databases were searched for studies comparing BP-DES and DP-DES, and reporting rates of overall/cardiac mortality, myocardial infarction (MI), LST, target lesion revascularization (TLR) and target vessel revascularization (TVR) and late lumen loss (LLL), with a follow-up ≥6 months. Twenty studies (20,005 patients) were included in the meta-analysis. Median follow-up time was 1 year. Compared with DP-DES, BP-DES showed lower LLL (in stent: weighted mean difference WMD -0.45 mm, 95% CI -0.66 to -0.24 mm, P = 0.00001; in segment: WMD -0.15 mm, 95% CI = -0.24 to -0.06 mm, P = 0.001) and lower rates of LST (OR 0.51, 95% CI = 0.30 to 0.86, P = 0.01), although they did not improve mortality, MI, TLR, and TVR rates. BP-DES coated with sirolimus or novolimus, in comparison with biolimus or paclitaxel, were associated with reduced LLL (P < 0.0001 for subgroups). In comparison with DP-DES, BP-DES significantly reduce LLL and LST rates, without clear benefits on harder endpoints. The efficacy of BP-DES in preserving lumen patency seems larger for sirolimus and novolimus DES.",valid
830982,"Five infants with hypocalcemia experienced complications after treatment with calcium gluconate intravenously. Inadvertent soft tissue extravasation resulted in erythema, subcutaneous calcification, tissue necrosis, skin slough, and transient radial nerve damage with wrist drop, the latter previously unreported. The soft tissue lesions may be mistaken for cellulitis, abscess, calcified hematoma, or osteomyelitis, resulting in unnecessary antibiotic therapy or surgical intervention. Initially, no clinical abnormality may be apparent. The lesions appear from days to weeks following extravasation. Radiographs are initially negative but soft calcification appears in one to three weeks. Follow-up x-ray films show complete resorption of the calcium over several months. Skin sloughs heal in four to six weeks without skin grafting. Extreme care in the parenteral use of calcium gluconate and conservative treatment of the complications is advocated.",valid
14871655,"Proteins that inhibit alpha-amylases have been isolated from plants and microorganisms. These inhibitors can have natural roles in the control of endogenous alpha-amylase activity or in defence against pathogens and pests; certain inhibitors are reported to be antinutritional factors. The alpha-amylase inhibitors belong to seven different protein structural families, most of which also contain evolutionary related proteins without inhibitory activity. Two families include bifunctional inhibitors acting both on alpha-amylases and proteases. High-resolution structures are available of target alpha-amylases in complex with inhibitors from five families. These structures indicate major diversity but also some similarity in the structural basis of alpha-amylase inhibition. Mutational analysis of the mechanism of inhibition was performed in a few cases and various protein engineering and biotechnological approaches have been outlined for exploitation of the inhibitory function.",valid
28598450,"The study of lower genital tract trauma has become important in gynaecological practice. There is paucity of reports on this clinical entity from our settings. The main aim of this study is to document injuries in female lower genital tract in Mid-Western Nepal. Sixty female patients admitted to the hospital with genital tract injuries caused by coitus or accidents were included in the study. Details of the causes of trauma clinical presentations and management were recorded. These injuries were grouped according to etiological factors. This study included 33 (55%) coital injuries and 27 (45%) non- coital injuries. Out of coital injury, 12 cases were criminal assault (rape) in age group of 4 to 18 years. Four unmarried girls had consensual sex. Non-coital injuries were due to fall from height, cattle horn injuries, straddle type of trauma, vulvar haematoma and anorectal injuries. Appropriate surgical intervention can avert morbidity and mortality.",valid
21846403,"Traditional assessment of drug-induced hepatotoxicity includes morphological examination of the liver and evaluation of liver enzyme activity in serum. The objective of the study was to determine the origin of drug-related elevation in serum alanine aminotransferase (ALT) activity in the absence of morphologic changes in the liver by utilizing molecular and immunohistochemical techniques. Sixteen female Sprague-Dawley rats were divided into 2 groups (control and treated, n = 4 per group) and treated rats were dosed orally twice daily (400 mg/kg/day) for 7 days with a VEGFR-2 compound (AG28262), which in a previous study caused ALT elevation without morphological changes. Serum of both treated and control animals were evaluated on day 3 of treatment and at day 8. Three separate liver lobes (caudate, right medial, and left lateral) were examined for determination of ALT tissue activity, ALT gene expression and morphological changes. ALT activity was significantly (p < 0.01) elevated on day 3 and further increased on day 8. Histologic changes or increase in TUNEL and caspase3 positive cells were not observed in the liver lobes examined. ALT gene expression in the caudate lobe was significantly up-regulated by 63%. ALT expression in the left lateral lobe was not significantly affected. Statistically significant increased liver ALT enzymatic activity occurred in the caudate (96%) and right medial (41%) lobes but not in the left lateral lobe. AG28262, a VEFG-r2 inhibitor, causes an increase in serum ALT, due in part to both gene up-regulation. Differences between liver lobes may be attributable to differential distribution of blood from portal circulation. Incorporation of molecular data, such as gene and protein expression, and sampling multiple liver lobes may shed mechanistic insight to the evaluation of hepatotoxicity.",valid
33480241,"We aimed to explore the role of a novel traditional herbal compound medicine (HCM) in Alzheimer's disease (AD). 72 rats were randomized into control, AD, Donepezil and HCM groups. Injection of -amyloid peptide (A1-42) into the lateral ventricle was used to induce AD in rats. Rats in treatment groups received HCM (1.5, 3.0 and 6.0 g/kg) and Donepezil (0.92 mg/kg) for 21 days, respectively. The spatial learning and memory ability were observed by Morris water maze (MWM) test. Haematoxylin-eosin (HE) staining was carried out for pathological morphology. The contents of superoxide dismutase (SOD), catalase (CAT), glutathione peroxidase (GSH-Px) and malondialdehyde (MDA) in the hippocampus were determined using the spectrophotometric method. A expression was measured by immunohistochemistry and Western blotting. Rats in HCM groups spent less time to locate the platform and performed better in spatial learning and memory than the AD group (p < 0.05). Hippocampus in the HCM (6.0 g/kg) group had a complete pyramidal cell layer, in which the structure of morphology was normal and the number of neurons was larger than in the AD group (p < 0.01). The contents of SOD, CAT, GSH-Px were notably increased and MDA content was significantly decreased in the hippocampus in HCM groups than in the AD group (p < 0.01). The expression levels of A1-42 in HCM groups were markedly decreased than in the AD group (p < 0.01). HCM has a protective effect on the learning and memory capacity in AD in rats, indicating that HCM had cognitive enhancing potentials on AD.",valid
28572726,"Photoacoustic imaging is an emerging method in the molecular imaging field, providing high spatiotemporal resolution and sufficient imaging depths for many clinical applications. Therefore, the aim of this study was to use photoacoustic imaging as a tool to evaluate a riboflavin (RF)-based targeted nanoplatform. RF is internalized by the cells through a specific pathway, and its derivatives were recently shown as promising tumor-targeting vectors for the drug delivery systems. Here, the RF amphiphile synthesized from a PEGylated phospholipid was successfully inserted into a long-circulating liposome formulation labeled with the clinically approved photoacoustic contrast agent - indocyanine green (ICG). The obtained liposomes had a diameter of 124 nm (polydispersity index =0.17) and had a negative zeta potential of -26 mV. Studies in biological phantoms indicated a stable and concentration-dependent photoacoustic signal (Vevo",valid
